,name,gender,join-year,join-month,department,job,job-name,company
6322,张想,男,2011,5,设计,插画,初级插画,开发区世创传媒有限公司
6323,贾俊,女,2012,2,管理,公司领导,高级公司领导,昊嘉科技有限公司
6324,管淑华,男,2008,12,设计,原画,中级原画,银嘉网络有限公司
6325,李桂芝,男,2007,6,运营,新媒体运营,特聘新媒体运营,巨奥传媒有限公司
6326,王玉兰,男,2006,1,运维,数据库运维,高级数据库运维,黄石金承网络有限公司
6327,郜林,女,2005,11,财务,会计,高级会计,七喜传媒有限公司
6328,刘梅,女,2013,8,运维,服务器管理,中级服务器管理,盟新信息有限公司
6329,余涛,女,2015,10,运维,数据库运维,特聘数据库运维,华远软件信息有限公司
6330,王博,女,2008,10,开发,后端开发,特聘后端开发,昂歌信息科技有限公司
6331,邵玉珍,女,2002,11,测试,白盒测试,初级白盒测试,晖来计算机科技有限公司
6332,阮燕,男,2019,7,测试,白盒测试,高级白盒测试,晖来计算机科技有限公司
6333,王欢,男,2006,9,开发,平台开发,初级平台开发,图龙信息传媒有限公司
6334,乔洋,男,2013,4,财务,会计,特聘会计,联软网络有限公司
6335,石桂荣,男,2007,6,测试,黑盒测试,特聘黑盒测试,天益传媒有限公司
6336,檀琴,男,2002,8,测试,白盒测试,中级白盒测试,国讯科技有限公司
6337,杨桂芳,女,2001,3,运维,服务器管理,中级服务器管理,群英网络有限公司
6338,李建国,男,2019,11,设计,插画,高级插画,创亿网络有限公司
6339,高秀华,女,2005,12,运营,新媒体运营,特聘新媒体运营,彩虹信息有限公司
6340,张志强,男,2012,1,财务,出纳,中级出纳,商软冠联科技有限公司
6341,黄玲,女,2007,10,开发,前端开发,中级前端开发,思优传媒有限公司
6342,汤丽娟,男,2014,2,财务,会计,特聘会计,迪摩信息有限公司
6343,李想,男,2001,11,管理,公司领导,特聘公司领导,七喜传媒有限公司
6344,陈金凤,男,2009,2,财务,会计,中级会计,国讯传媒有限公司
6345,丁淑珍,男,2017,2,运营,新媒体运营,特聘新媒体运营,精芯传媒有限公司
6346,聂宇,女,2012,9,管理,技术领导,初级技术领导,菊风公司信息有限公司
6347,黄楠,男,2004,11,运维,数据库运维,中级数据库运维,飞利信传媒有限公司
6348,黎莉,男,2012,10,设计,插画,中级插画,九方科技有限公司
6349,张秀梅,女,2004,9,财务,出纳,特聘出纳,超艺科技有限公司
6350,游畅,男,2005,5,财务,会计,初级会计,太极信息有限公司
6351,吴秀云,男,2017,11,运维,服务器管理,特聘服务器管理,盟新网络有限公司
6352,刘俊,男,2012,2,运维,服务器管理,中级服务器管理,九方网络有限公司
6353,李丹丹,女,2002,10,管理,公司领导,高级公司领导,创亿传媒有限公司
6354,向浩,女,2006,4,运营,新媒体运营,初级新媒体运营,兰金电子传媒有限公司
6355,陆龙,男,2006,1,设计,插画,特聘插画,南康科技有限公司
6356,陈淑珍,女,2005,2,运营,新媒体运营,中级新媒体运营,东方峻景信息有限公司
6357,刘红霞,女,2008,4,管理,技术领导,初级技术领导,昊嘉信息有限公司
6358,刘建军,男,2015,5,测试,白盒测试,中级白盒测试,凌云传媒有限公司
6359,岑兰英,男,2014,7,运营,传统运营,特聘传统运营,立信电子传媒有限公司
6360,欧梅,男,2012,2,运营,传统运营,中级传统运营,超艺信息有限公司
6361,曹倩,男,2014,1,财务,会计,初级会计,新格林耐特科技有限公司
6362,林文,女,2004,12,运营,新媒体运营,中级新媒体运营,天开传媒有限公司
6363,陶林,女,2007,10,开发,后端开发,中级后端开发,浙大万朋信息有限公司
6364,张刚,男,2003,3,管理,公司领导,中级公司领导,时刻网络有限公司
6365,李林,男,2008,8,财务,会计,初级会计,迪摩传媒有限公司
6366,王琳,女,2015,3,开发,平台开发,初级平台开发,国讯传媒有限公司
6367,冯伟,女,2012,11,运营,传统运营,高级传统运营,维旺明信息有限公司
6368,郑静,男,2003,5,测试,白盒测试,高级白盒测试,富罳科技有限公司
6369,朱雪梅,男,2015,10,设计,插画,初级插画,群英科技有限公司
6370,刘博,男,2005,8,管理,公司领导,特聘公司领导,新宇龙信息网络有限公司
6371,吴玉,女,2018,3,运营,新媒体运营,初级新媒体运营,新宇龙信息科技有限公司
6372,侯健,男,2012,2,运营,传统运营,初级传统运营,中建创业传媒有限公司
6373,董璐,女,2017,11,运维,服务器管理,初级服务器管理,维旺明网络有限公司
6374,戴雷,男,2004,12,财务,出纳,高级出纳,新宇龙信息网络有限公司
6375,张桂芝,男,2002,1,设计,原画,初级原画,中建创业传媒有限公司
6376,吴建国,女,2008,2,设计,插画,特聘插画,商软冠联传媒有限公司
6377,曾帆,男,2010,4,测试,黑盒测试,特聘黑盒测试,创联世纪网络有限公司
6378,朱荣,女,2017,4,测试,白盒测试,初级白盒测试,华成育卓网络有限公司
6379,邹秀云,女,2012,3,财务,出纳,初级出纳,商软冠联网络有限公司
6380,李秀兰,男,2012,9,设计,插画,初级插画,南康信息有限公司
6381,蔺桂兰,女,2015,7,运营,传统运营,特聘传统运营,天益传媒有限公司
6382,李文,男,2003,12,财务,会计,高级会计,中建创业科技有限公司
6383,查林,男,2017,8,财务,会计,特聘会计,群英传媒有限公司
6384,温玉珍,女,2001,4,运维,服务器管理,高级服务器管理,彩虹信息有限公司
6385,沈金凤,男,2002,7,开发,后端开发,高级后端开发,恒聪百汇传媒有限公司
6386,李桂芳,女,2015,8,运维,服务器管理,高级服务器管理,数字100科技有限公司
6387,陈兰英,男,2014,2,设计,原画,中级原画,华成育卓网络有限公司
6388,张玉英,女,2003,9,设计,原画,中级原画,快讯科技有限公司
6389,吴红,女,2009,9,管理,公司领导,特聘公司领导,戴硕电子信息有限公司
6390,宁宇,男,2004,7,开发,后端开发,初级后端开发,群英传媒有限公司
6391,卢斌,女,2001,7,运营,传统运营,特聘传统运营,鸿睿思博信息有限公司
6392,夏秀芳,男,2008,10,设计,原画,特聘原画,艾提科信信息有限公司
6393,王桂兰,男,2013,4,管理,公司领导,中级公司领导,黄石金承科技有限公司
6394,吕静,男,2007,5,运营,传统运营,高级传统运营,国讯网络有限公司
6395,王俊,女,2019,2,财务,出纳,初级出纳,昂歌信息传媒有限公司
6396,王俊,男,2003,2,测试,白盒测试,特聘白盒测试,四通信息有限公司
6397,周桂荣,女,2004,6,财务,出纳,中级出纳,恒聪百汇信息有限公司
6398,陈桂荣,男,2009,9,运维,服务器管理,高级服务器管理,思优传媒有限公司
6399,丁雷,男,2016,2,开发,前端开发,特聘前端开发,易动力传媒有限公司
6400,陈丽,女,2009,3,管理,技术领导,中级技术领导,联通时科信息有限公司
6401,李琴,女,2002,8,管理,公司领导,特聘公司领导,方正科技信息有限公司
6402,谢辉,男,2009,6,管理,公司领导,高级公司领导,中建创业信息有限公司
6403,黄琳,男,2005,12,测试,黑盒测试,初级黑盒测试,盟新传媒有限公司
6404,程雪,女,2004,10,财务,出纳,高级出纳,中建创业网络有限公司
6405,袁琴,女,2014,3,开发,后端开发,中级后端开发,明腾网络有限公司
6406,郑玉英,女,2009,5,管理,公司领导,初级公司领导,东方峻景传媒有限公司
6407,邓莹,男,2004,1,运营,新媒体运营,中级新媒体运营,凌颖信息信息有限公司
6408,华秀珍,男,2002,6,运维,数据库运维,中级数据库运维,盟新信息有限公司
6409,林琳,男,2005,12,测试,白盒测试,特聘白盒测试,网新恒天传媒有限公司
6410,吴丽丽,女,2011,5,管理,公司领导,特聘公司领导,创汇信息有限公司
6411,吕军,男,2017,8,运维,数据库运维,初级数据库运维,图龙信息信息有限公司
6412,孙佳,女,2014,5,财务,会计,特聘会计,MBP软件网络有限公司
6413,陆桂花,男,2018,10,财务,会计,特聘会计,MBP软件科技有限公司
6414,王梅,女,2018,6,测试,黑盒测试,初级黑盒测试,彩虹科技有限公司
6415,凌辉,女,2004,8,开发,后端开发,特聘后端开发,彩虹科技有限公司
6416,杜玉,男,2012,6,财务,会计,高级会计,凌云科技有限公司
6417,王玉,男,2017,5,运营,新媒体运营,中级新媒体运营,华泰通安传媒有限公司
6418,潘秀华,女,2001,4,运营,新媒体运营,特聘新媒体运营,雨林木风计算机传媒有限公司
6419,梁秀荣,男,2017,2,测试,白盒测试,中级白盒测试,良诺科技有限公司
6420,李晶,女,2011,4,运营,传统运营,中级传统运营,合联电子传媒有限公司
6421,刘秀珍,男,2009,8,管理,技术领导,初级技术领导,戴硕电子科技有限公司
6422,饶建军,女,2001,7,运维,数据库运维,中级数据库运维,明腾传媒有限公司
6423,赵春梅,女,2006,1,运维,服务器管理,特聘服务器管理,巨奥科技有限公司
6424,杨杰,男,2005,1,开发,前端开发,初级前端开发,泰麒麟网络有限公司
6425,王斌,女,2011,5,开发,前端开发,中级前端开发,时空盒数字网络有限公司
6426,余淑英,男,2005,4,设计,原画,高级原画,趋势信息有限公司
6427,张倩,男,2011,9,财务,会计,初级会计,东方峻景科技有限公司
6428,朱东,男,2003,2,财务,会计,高级会计,襄樊地球村信息有限公司
6429,范博,男,2002,3,运维,服务器管理,中级服务器管理,巨奥网络有限公司
6430,李淑珍,女,2006,2,运维,数据库运维,高级数据库运维,新宇龙信息信息有限公司
6431,岳涛,男,2001,9,开发,平台开发,高级平台开发,天开信息有限公司
6432,张英,男,2012,3,财务,会计,初级会计,华成育卓网络有限公司
6433,李建军,男,2001,1,设计,原画,中级原画,通际名联传媒有限公司
6434,何小红,男,2008,8,运营,新媒体运营,特聘新媒体运营,彩虹网络有限公司
6435,阳敏,男,2009,10,管理,技术领导,高级技术领导,浙大万朋科技有限公司
6436,高宁,女,2011,3,测试,白盒测试,初级白盒测试,易动力科技有限公司
6437,李丽,女,2011,1,设计,原画,特聘原画,双敏电子传媒有限公司
6438,张明,男,2019,6,开发,后端开发,高级后端开发,南康网络有限公司
6439,和凤英,男,2004,10,测试,白盒测试,中级白盒测试,晖来计算机信息有限公司
6440,雷健,女,2006,2,运营,传统运营,中级传统运营,东方峻景传媒有限公司
6441,刘丽娟,男,2019,9,设计,原画,特聘原画,图龙信息网络有限公司
6442,孟兵,女,2011,1,设计,原画,中级原画,开发区世创传媒有限公司
6443,朱俊,女,2019,5,运营,传统运营,中级传统运营,新宇龙信息网络有限公司
6444,何冬梅,女,2002,6,财务,会计,中级会计,飞利信科技有限公司
6445,敖倩,女,2010,2,财务,会计,中级会计,凌云信息有限公司
6446,武桂芝,女,2012,3,测试,白盒测试,中级白盒测试,联通时科科技有限公司
6447,刘桂芝,男,2017,2,设计,原画,高级原画,七喜网络有限公司
6448,周建国,男,2006,11,运营,传统运营,特聘传统运营,恩悌网络有限公司
6449,辜兰英,男,2010,7,运维,服务器管理,初级服务器管理,维旺明网络有限公司
6450,邵芳,女,2002,2,开发,后端开发,初级后端开发,南康信息有限公司
6451,高慧,男,2002,8,管理,公司领导,初级公司领导,迪摩信息有限公司
6452,赵建,男,2004,6,财务,出纳,初级出纳,七喜网络有限公司
6453,范桂香,男,2018,10,开发,前端开发,初级前端开发,合联电子科技有限公司
6454,韩洋,男,2017,5,测试,黑盒测试,高级黑盒测试,群英科技有限公司
6455,崔杰,男,2009,2,开发,平台开发,中级平台开发,网新恒天网络有限公司
6456,王淑兰,男,2001,1,运营,传统运营,初级传统运营,超艺网络有限公司
6457,胡帆,女,2004,9,财务,出纳,特聘出纳,数字100信息有限公司
6458,张红,女,2004,9,开发,前端开发,特聘前端开发,昊嘉信息有限公司
6459,萧雪,女,2002,9,运维,数据库运维,特聘数据库运维,迪摩科技有限公司
6460,师欣,女,2012,3,设计,原画,高级原画,思优网络有限公司
6461,邱雷,男,2014,7,财务,会计,初级会计,和泰信息有限公司
6462,邹利,男,2006,12,运维,数据库运维,中级数据库运维,盟新网络有限公司
6463,张涛,女,2007,4,设计,原画,高级原画,华泰通安传媒有限公司
6464,林军,男,2016,6,财务,出纳,中级出纳,襄樊地球村传媒有限公司
6465,覃丽,男,2015,6,运维,数据库运维,初级数据库运维,佳禾传媒有限公司
6466,温宇,女,2003,12,运营,传统运营,高级传统运营,恒聪百汇网络有限公司
6467,袁丽,女,2003,10,测试,黑盒测试,高级黑盒测试,雨林木风计算机网络有限公司
6468,高桂英,男,2012,6,运营,传统运营,高级传统运营,巨奥传媒有限公司
6469,王兵,男,2013,1,运营,新媒体运营,高级新媒体运营,飞利信传媒有限公司
6470,余玉华,女,2013,4,开发,前端开发,特聘前端开发,惠派国际公司传媒有限公司
6471,张斌,男,2019,9,设计,插画,初级插画,戴硕电子网络有限公司
6472,左金凤,男,2010,5,管理,公司领导,特聘公司领导,和泰网络有限公司
6473,周秀芳,女,2013,6,测试,黑盒测试,高级黑盒测试,飞利信传媒有限公司
6474,张飞,男,2010,9,设计,原画,特聘原画,创亿传媒有限公司
6475,刘荣,女,2005,10,开发,平台开发,高级平台开发,南康信息有限公司
6476,曾晶,男,2019,2,开发,平台开发,中级平台开发,四通网络有限公司
6477,王丽,男,2011,9,财务,出纳,高级出纳,富罳信息有限公司
6478,李荣,女,2008,3,运维,数据库运维,中级数据库运维,MBP软件传媒有限公司
6479,蒋龙,男,2006,2,运维,服务器管理,高级服务器管理,超艺信息有限公司
6480,邵云,男,2004,11,运维,服务器管理,初级服务器管理,艾提科信传媒有限公司
6481,郭秀英,男,2003,3,运营,传统运营,高级传统运营,思优网络有限公司
6482,王亮,女,2003,5,开发,后端开发,特聘后端开发,四通信息有限公司
6483,李欣,女,2008,5,设计,插画,高级插画,七喜科技有限公司
6484,戴东,男,2008,10,运营,传统运营,特聘传统运营,通际名联传媒有限公司
6485,梁丹,男,2017,2,财务,出纳,中级出纳,鑫博腾飞传媒有限公司
6486,王阳,男,2013,2,管理,公司领导,特聘公司领导,精芯科技有限公司
6487,陈文,男,2015,1,管理,公司领导,高级公司领导,兰金电子科技有限公司
6488,张坤,女,2010,12,开发,前端开发,中级前端开发,昊嘉网络有限公司
6489,宋桂花,女,2005,3,运营,传统运营,初级传统运营,易动力传媒有限公司
6490,李兵,男,2016,5,开发,平台开发,初级平台开发,维旺明信息有限公司
6491,秦彬,女,2009,11,运营,新媒体运营,高级新媒体运营,毕博诚信息有限公司
6492,王玉珍,男,2005,12,测试,白盒测试,中级白盒测试,昂歌信息网络有限公司
6493,向雪,男,2013,12,运维,服务器管理,高级服务器管理,晖来计算机网络有限公司
6494,徐欣,男,2015,10,开发,前端开发,高级前端开发,惠派国际公司传媒有限公司
6495,饶桂荣,男,2005,7,设计,原画,特聘原画,易动力网络有限公司
6496,赵慧,男,2002,5,运维,服务器管理,中级服务器管理,戴硕电子网络有限公司
6497,郑龙,女,2009,7,运维,服务器管理,中级服务器管理,超艺传媒有限公司
6498,楼红霞,女,2007,12,财务,出纳,中级出纳,九方网络有限公司
6499,魏杰,女,2008,3,运维,数据库运维,初级数据库运维,网新恒天信息有限公司
6500,王峰,男,2001,4,财务,会计,中级会计,联软网络有限公司
6501,冶玉华,男,2015,10,管理,技术领导,高级技术领导,天开网络有限公司
6502,甘璐,女,2004,8,设计,原画,高级原画,诺依曼软件科技有限公司
6503,胡秀兰,女,2008,2,财务,会计,初级会计,济南亿次元科技有限公司
6504,杜秀梅,女,2003,3,设计,原画,初级原画,图龙信息信息有限公司
6505,孙淑英,女,2015,11,管理,技术领导,高级技术领导,新格林耐特网络有限公司
6506,孙艳,男,2004,9,设计,插画,特聘插画,海创网络有限公司
6507,李玉珍,女,2003,2,运营,传统运营,初级传统运营,同兴万点科技有限公司
6508,彭伟,女,2012,12,测试,白盒测试,初级白盒测试,艾提科信科技有限公司
6509,梁秀兰,男,2018,4,设计,原画,高级原画,图龙信息传媒有限公司
6510,刘超,男,2017,3,运维,数据库运维,初级数据库运维,南康网络有限公司
6511,宁桂英,男,2010,1,运维,服务器管理,高级服务器管理,济南亿次元网络有限公司
6512,马亮,女,2011,9,运营,传统运营,中级传统运营,恒聪百汇科技有限公司
6513,邓静,女,2004,1,管理,技术领导,初级技术领导,维涛网络有限公司
6514,华文,女,2005,1,管理,公司领导,中级公司领导,维涛科技有限公司
6515,张斌,男,2012,7,设计,原画,初级原画,双敏电子网络有限公司
6516,周桂英,男,2009,8,财务,出纳,中级出纳,飞海科技科技有限公司
6517,王宁,女,2013,6,财务,出纳,初级出纳,创联世纪传媒有限公司
6518,黄桂香,女,2010,8,运维,数据库运维,中级数据库运维,艾提科信科技有限公司
6519,郑建,女,2008,10,管理,公司领导,中级公司领导,立信电子网络有限公司
6520,廖辉,男,2009,5,开发,平台开发,高级平台开发,双敏电子传媒有限公司
6521,郭建,女,2008,8,开发,后端开发,初级后端开发,数字100网络有限公司
6522,武娜,男,2003,7,设计,插画,中级插画,晖来计算机网络有限公司
6523,汪淑华,女,2005,8,设计,插画,初级插画,时刻科技有限公司
6524,路桂芝,女,2014,3,管理,技术领导,特聘技术领导,中建创业信息有限公司
6525,周杨,女,2003,4,测试,白盒测试,高级白盒测试,东方峻景网络有限公司
6526,郑楠,男,2014,2,管理,公司领导,高级公司领导,新宇龙信息传媒有限公司
6527,陆玉英,男,2009,2,管理,公司领导,初级公司领导,巨奥信息有限公司
6528,张慧,男,2006,8,管理,公司领导,高级公司领导,太极科技有限公司
6529,许红霞,男,2010,12,管理,公司领导,高级公司领导,浦华众城网络有限公司
6530,刘雷,男,2003,3,开发,后端开发,中级后端开发,巨奥传媒有限公司
6531,韦秀珍,女,2002,2,测试,白盒测试,特聘白盒测试,凌颖信息传媒有限公司
6532,鞠桂芝,女,2008,7,测试,黑盒测试,中级黑盒测试,双敏电子网络有限公司
6533,徐丽,男,2005,7,运维,数据库运维,特聘数据库运维,鑫博腾飞信息有限公司
6534,郭旭,女,2012,2,测试,黑盒测试,高级黑盒测试,合联电子传媒有限公司
6535,陈莹,男,2012,11,财务,会计,中级会计,创亿传媒有限公司
6536,祝雪,女,2017,11,运营,新媒体运营,中级新媒体运营,通际名联传媒有限公司
6537,潘志强,女,2003,2,运营,新媒体运营,高级新媒体运营,明腾科技有限公司
6538,华淑华,女,2019,2,财务,出纳,高级出纳,兰金电子网络有限公司
6539,谭小红,女,2016,2,开发,后端开发,初级后端开发,创亿信息有限公司
6540,刘云,男,2015,8,财务,出纳,中级出纳,彩虹科技有限公司
6541,张霞,男,2001,2,设计,插画,初级插画,凌云信息有限公司
6542,夏桂英,男,2004,6,设计,原画,初级原画,恩悌科技有限公司
6543,贾红梅,女,2008,8,设计,原画,高级原画,新宇龙信息网络有限公司
6544,王丹,男,2013,3,开发,前端开发,中级前端开发,四通信息有限公司
6545,林静,男,2001,7,运维,数据库运维,中级数据库运维,中建创业网络有限公司
6546,秦瑞,男,2009,11,开发,平台开发,初级平台开发,国讯科技有限公司
6547,贾涛,女,2003,4,设计,插画,初级插画,国讯网络有限公司
6548,张淑英,女,2019,4,测试,白盒测试,特聘白盒测试,巨奥信息有限公司
6549,吴秀梅,女,2014,12,设计,插画,中级插画,天开信息有限公司
6550,王琳,男,2014,6,管理,技术领导,特聘技术领导,太极科技有限公司
6551,彭小红,女,2002,3,管理,公司领导,中级公司领导,通际名联科技有限公司
6552,杨波,女,2003,5,运营,传统运营,特聘传统运营,恒聪百汇传媒有限公司
6553,张桂芳,男,2004,3,测试,白盒测试,中级白盒测试,太极传媒有限公司
6554,吴霞,男,2007,10,运维,数据库运维,高级数据库运维,商软冠联信息有限公司
6555,张超,女,2018,8,运营,传统运营,高级传统运营,开发区世创信息有限公司
6556,冷秀珍,女,2009,10,开发,平台开发,高级平台开发,和泰传媒有限公司
6557,刘辉,女,2010,11,财务,会计,特聘会计,黄石金承网络有限公司
6558,刘畅,女,2013,7,设计,插画,中级插画,新格林耐特科技有限公司
6559,周伟,男,2001,9,设计,原画,中级原画,和泰网络有限公司
6560,陈琳,女,2001,11,设计,原画,初级原画,商软冠联科技有限公司
6561,殷畅,男,2012,3,设计,原画,高级原画,晖来计算机科技有限公司
6562,张超,男,2016,2,设计,原画,特聘原画,数字100传媒有限公司
6563,冯桂英,女,2003,2,财务,出纳,高级出纳,国讯网络有限公司
6564,姜丽华,女,2012,7,财务,出纳,初级出纳,数字100信息有限公司
6565,扈想,女,2015,11,管理,技术领导,初级技术领导,太极信息有限公司
6566,殷丹丹,女,2004,10,运维,服务器管理,中级服务器管理,浦华众城信息有限公司
6567,刘磊,女,2012,3,开发,前端开发,中级前端开发,精芯传媒有限公司
6568,杨秀珍,男,2006,4,开发,后端开发,特聘后端开发,联软信息有限公司
6569,王建,女,2006,9,运营,传统运营,初级传统运营,七喜网络有限公司
6570,王玉英,男,2015,3,管理,公司领导,中级公司领导,联软科技有限公司
6571,曾帆,男,2010,4,开发,平台开发,中级平台开发,联通时科信息有限公司
6572,施飞,女,2002,9,运维,数据库运维,特聘数据库运维,思优网络有限公司
6573,吴宇,男,2008,2,管理,公司领导,中级公司领导,佳禾科技有限公司
6574,邹明,女,2019,12,测试,黑盒测试,中级黑盒测试,彩虹科技有限公司
6575,张金凤,男,2017,12,管理,公司领导,初级公司领导,明腾网络有限公司
6576,王秀梅,男,2013,8,运维,服务器管理,中级服务器管理,飞海科技网络有限公司
6577,杨婷,女,2015,9,运维,数据库运维,中级数据库运维,联软科技有限公司
6578,刘秀芳,女,2005,3,设计,原画,高级原画,精芯网络有限公司
6579,梁金凤,男,2019,11,运营,传统运营,中级传统运营,富罳科技有限公司
6580,邱金凤,女,2013,11,财务,会计,初级会计,新格林耐特科技有限公司
6581,魏文,男,2016,8,管理,技术领导,初级技术领导,九方信息有限公司
6582,郑丽华,女,2017,7,运维,服务器管理,初级服务器管理,通际名联网络有限公司
6583,赵红梅,男,2004,9,管理,技术领导,中级技术领导,立信电子网络有限公司
6584,刘杨,男,2018,1,管理,技术领导,高级技术领导,佳禾科技有限公司
6585,张龙,女,2010,1,开发,前端开发,特聘前端开发,精芯信息有限公司
6586,任秀荣,男,2008,9,管理,技术领导,初级技术领导,戴硕电子科技有限公司
6587,叶秀荣,男,2018,12,测试,黑盒测试,特聘黑盒测试,开发区世创传媒有限公司
6588,许婷,女,2017,12,管理,公司领导,特聘公司领导,恩悌传媒有限公司
6589,周柳,女,2019,12,运维,数据库运维,高级数据库运维,合联电子传媒有限公司
6590,王凤英,男,2008,6,运维,数据库运维,高级数据库运维,开发区世创网络有限公司
6591,朱金凤,男,2019,8,设计,原画,特聘原画,群英传媒有限公司
6592,陈莹,女,2002,2,测试,白盒测试,中级白盒测试,佳禾科技有限公司
6593,何峰,男,2008,11,测试,白盒测试,特聘白盒测试,兰金电子网络有限公司
6594,杨鹏,男,2004,5,财务,出纳,特聘出纳,信诚致远信息有限公司
6595,何娟,女,2001,4,运营,传统运营,初级传统运营,同兴万点传媒有限公司
6596,庄丽丽,男,2016,5,开发,后端开发,高级后端开发,晖来计算机信息有限公司
6597,何超,男,2007,4,测试,白盒测试,高级白盒测试,襄樊地球村传媒有限公司
6598,石坤,女,2002,9,运营,传统运营,初级传统运营,国讯网络有限公司
6599,史小红,男,2015,7,设计,插画,中级插画,菊风公司网络有限公司
6600,张婷,男,2012,6,财务,会计,初级会计,彩虹科技有限公司
6601,张波,男,2017,8,管理,技术领导,特聘技术领导,图龙信息网络有限公司
6602,萧桂花,男,2019,8,设计,插画,中级插画,万迅电脑科技有限公司
6603,陈淑华,女,2014,8,测试,黑盒测试,特聘黑盒测试,合联电子信息有限公司
6604,陈晶,男,2007,2,测试,白盒测试,中级白盒测试,华远软件传媒有限公司
6605,朱峰,女,2019,10,运维,数据库运维,初级数据库运维,时刻信息有限公司
6606,崔博,女,2001,12,运营,新媒体运营,高级新媒体运营,天开科技有限公司
6607,段东,男,2016,11,测试,黑盒测试,初级黑盒测试,飞利信科技有限公司
6608,张波,女,2002,6,测试,白盒测试,高级白盒测试,惠派国际公司网络有限公司
6609,张凤兰,女,2002,4,财务,出纳,初级出纳,开发区世创科技有限公司
6610,赵桂英,男,2016,12,设计,原画,高级原画,凌云科技有限公司
6611,荆玉华,男,2011,11,管理,公司领导,特聘公司领导,九方传媒有限公司
6612,万洋,男,2017,4,运营,新媒体运营,初级新媒体运营,和泰信息有限公司
6613,邱丹丹,男,2002,10,管理,公司领导,中级公司领导,飞海科技信息有限公司
6614,蔡龙,男,2012,10,设计,原画,初级原画,菊风公司信息有限公司
6615,张明,男,2001,6,开发,前端开发,中级前端开发,盟新传媒有限公司
6616,杨建,女,2009,4,测试,黑盒测试,中级黑盒测试,方正科技网络有限公司
6617,杨婷,男,2013,7,财务,会计,初级会计,雨林木风计算机网络有限公司
6618,陈伟,女,2010,6,测试,白盒测试,中级白盒测试,富罳传媒有限公司
6619,刘娟,男,2002,3,设计,原画,初级原画,趋势传媒有限公司
6620,李建军,男,2016,4,运维,数据库运维,高级数据库运维,飞利信网络有限公司
6621,王楠,男,2010,6,开发,平台开发,初级平台开发,立信电子网络有限公司
6622,何建华,男,2002,10,测试,白盒测试,高级白盒测试,华成育卓信息有限公司
6623,冯丹丹,男,2018,7,开发,后端开发,特聘后端开发,创联世纪传媒有限公司
6624,刘娜,女,2017,8,财务,出纳,特聘出纳,泰麒麟科技有限公司
6625,童强,女,2014,12,测试,黑盒测试,特聘黑盒测试,鑫博腾飞科技有限公司
6626,唐涛,男,2012,7,运营,传统运营,中级传统运营,浦华众城传媒有限公司
6627,陈雪梅,女,2015,12,运维,数据库运维,高级数据库运维,恒聪百汇传媒有限公司
6628,徐桂香,男,2017,8,测试,白盒测试,初级白盒测试,数字100网络有限公司
6629,范超,男,2003,6,运营,传统运营,特聘传统运营,华成育卓科技有限公司
6630,冯桂香,女,2019,9,运营,新媒体运营,中级新媒体运营,凌颖信息科技有限公司
6631,张磊,男,2003,2,运维,服务器管理,中级服务器管理,维旺明传媒有限公司
6632,张玉英,男,2008,7,财务,会计,中级会计,华成育卓传媒有限公司
6633,高桂花,男,2019,5,财务,会计,高级会计,易动力科技有限公司
6634,车旭,男,2019,5,运维,服务器管理,初级服务器管理,信诚致远信息有限公司
6635,李凯,女,2010,7,财务,会计,高级会计,鸿睿思博网络有限公司
6636,袁旭,男,2007,5,设计,原画,初级原画,明腾传媒有限公司
6637,林玉英,女,2010,9,运维,数据库运维,中级数据库运维,昊嘉网络有限公司
6638,林丹,男,2013,4,设计,插画,初级插画,合联电子科技有限公司
6639,刘小红,女,2004,6,管理,技术领导,特聘技术领导,华成育卓科技有限公司
6640,何慧,女,2019,8,运维,数据库运维,高级数据库运维,盟新网络有限公司
6641,杨凤兰,男,2018,1,设计,插画,中级插画,九方信息有限公司
6642,董桂珍,女,2012,5,财务,会计,初级会计,七喜信息有限公司
6643,戴丽娟,女,2017,11,管理,公司领导,初级公司领导,九方网络有限公司
6644,邢冬梅,男,2018,1,测试,黑盒测试,初级黑盒测试,迪摩网络有限公司
6645,兰丽丽,女,2004,5,运营,新媒体运营,初级新媒体运营,方正科技科技有限公司
6646,毛洁,男,2006,7,运维,数据库运维,中级数据库运维,七喜信息有限公司
6647,邓红霞,女,2014,8,管理,公司领导,初级公司领导,商软冠联科技有限公司
6648,王燕,女,2001,6,管理,技术领导,高级技术领导,精芯科技有限公司
6649,张强,男,2009,3,财务,出纳,高级出纳,华远软件网络有限公司
6650,湛雷,男,2016,8,开发,平台开发,初级平台开发,良诺网络有限公司
6651,邓辉,女,2013,10,运营,新媒体运营,高级新媒体运营,恩悌网络有限公司
6652,辛红霞,男,2012,11,设计,原画,初级原画,晖来计算机信息有限公司
6653,樊秀云,男,2010,11,测试,黑盒测试,初级黑盒测试,巨奥网络有限公司
6654,叶彬,女,2016,8,运维,服务器管理,特聘服务器管理,商软冠联网络有限公司
6655,李凤兰,男,2016,9,运维,服务器管理,特聘服务器管理,太极传媒有限公司
6656,刘玉英,女,2002,8,开发,平台开发,特聘平台开发,浙大万朋科技有限公司
6657,蔡淑华,男,2014,11,开发,前端开发,高级前端开发,同兴万点网络有限公司
6658,杨帆,男,2019,5,测试,白盒测试,中级白盒测试,盟新网络有限公司
